"","SRR5116489.means","SRR5116490.means","SRR5116491.means","SRR5116492.means","SRR5116493.means","SRR5116494.means","SRR5116495.means","SRR5116496.means"
"hsa-miR-6857-5p",0,0,0,0,0,1,0,0
"hsa-miR-6858-3p",0,0,0,0,1,0,0,0
"hsa-miR-6858-5p",0,0,0,0,0,0,0,0
"hsa-miR-6859-3p",0,0,0,0,0,0,1,0
"hsa-miR-6859-5p",0,0,1,4,1,4,4,0
"hsa-miR-6860",0,0,0,0,0,0,0,0
"hsa-miR-6861-3p",0,1,0,0,0,0,0,0
"hsa-miR-6861-5p",0,0,0,0,0,0,0,0
"hsa-miR-6862-3p",0,0,0,0,1,0,0,1
"hsa-miR-6862-5p",0,0,1,1,0,0,0,0
"hsa-miR-6863",0,0,0,0,0,0,0,0
"hsa-miR-6864-3p",0,0,0,0,0,0,0,0
"hsa-miR-6864-5p",0,0,0,0,0,0,0,0
"hsa-miR-6865-3p",0,0,0,0,0,0,0,0
"hsa-miR-6865-5p",1,0,1,0,0,0,0,0
"hsa-miR-6866-3p",0,0,0,0,0,0,0,0
"hsa-miR-6866-5p",1,0,0,4,1,1,2,2
"hsa-miR-6867-3p",1,0,0,0,0,0,0,0
"hsa-miR-6867-5p",0,0,0,0,0,0,0,0
"hsa-miR-6868-3p",0,0,0,0,0,0,0,0
"hsa-miR-6868-5p",0,0,0,0,0,0,0,0
"hsa-miR-6869-3p",0,0,0,0,0,0,0,0
"hsa-miR-6869-5p",0,0,0,1,0,1,0,0
"hsa-miR-6870-3p",0,0,0,1,0,0,0,0
"hsa-miR-6870-5p",0,0,0,0,0,0,0,0
"hsa-miR-6871-3p",0,0,0,0,0,0,0,0
"hsa-miR-6871-5p",0,0,0,1,0,0,1,0
"hsa-miR-6872-3p",0,0,0,0,0,0,0,0
"hsa-miR-6872-5p",0,0,0,0,0,0,0,0
"hsa-miR-6873-3p",0,0,0,0,0,0,0,0
"hsa-miR-6873-5p",1,0,0,0,0,0,0,0
"hsa-miR-6874-3p",0,0,0,0,1,1,0,0
"hsa-miR-6874-5p",0,0,0,0,0,0,0,0
"hsa-miR-6875-3p",0,0,0,1,0,0,0,0
"hsa-miR-6875-5p",1,0,0,2,0,1,1,1
"hsa-miR-6876-3p",0,0,0,0,0,0,0,0
"hsa-miR-6876-5p",0,0,0,1,1,0,0,0
"hsa-miR-6877-3p",0,0,0,0,0,0,0,0
"hsa-miR-6877-5p",0,0,0,0,1,0,1,0
"hsa-miR-6878-3p",0,0,0,0,0,0,0,0
"hsa-miR-6878-5p",0,1,0,0,0,0,0,0
"hsa-miR-6879-3p",0,0,0,0,0,0,0,0
"hsa-miR-6879-5p",0,0,0,0,0,0,0,0
"hsa-miR-6880-3p",0,0,0,0,0,0,0,0
"hsa-miR-6880-5p",0,0,0,0,0,0,0,0
"hsa-miR-6881-3p",2,1,0,14,2,3,9,6
"hsa-miR-6881-5p",0,1,0,0,0,0,0,0
"hsa-miR-6882-3p",0,0,0,0,0,0,0,0
"hsa-miR-6882-5p",0,0,1,0,0,0,0,0
"hsa-miR-6883-3p",0,0,0,0,0,0,0,0
"hsa-miR-6883-5p",0,0,0,0,0,0,0,0
"hsa-miR-6884-3p",0,1,0,1,0,0,0,0
"hsa-miR-6884-5p",0,0,0,0,0,1,1,0
"hsa-miR-6885-3p",0,0,0,0,0,0,0,0
"hsa-miR-6885-5p",0,0,0,0,0,0,0,0
"hsa-miR-6886-3p",0,0,0,0,0,1,1,0
"hsa-miR-6886-5p",1,2,0,4,1,4,3,1
"hsa-miR-6887-3p",0,0,0,0,0,0,0,0
"hsa-miR-6887-5p",0,0,0,0,0,0,0,0
"hsa-miR-6888-3p",0,0,0,0,0,0,0,0
"hsa-miR-6888-5p",0,0,0,0,0,0,0,0
"hsa-miR-6889-3p",0,0,0,0,0,0,0,0
"hsa-miR-6889-5p",0,0,0,0,0,0,0,0
"hsa-miR-6890-3p",0,0,0,0,0,0,0,0
"hsa-miR-6890-5p",0,0,0,0,0,0,0,0
"hsa-miR-6891-3p",0,0,0,0,0,0,0,0
"hsa-miR-6891-5p",0,0,0,0,0,0,0,0
"hsa-miR-6892-3p",0,0,0,0,0,0,0,0
"hsa-miR-6892-5p",0,0,0,0,0,0,1,1
"hsa-miR-6893-3p",0,0,0,0,0,0,0,0
"hsa-miR-6893-5p",0,0,0,0,0,0,0,0
"hsa-miR-6894-3p",0,0,0,0,0,0,0,0
"hsa-miR-6894-5p",0,0,1,0,0,0,0,0
"hsa-miR-6895-3p",0,0,0,0,0,0,0,0
"hsa-miR-6895-5p",0,0,0,0,0,0,0,0
"hsa-miR-7-1-3p",2,5,7,33,7,12,17,12
"hsa-miR-7-2-3p",0,0,0,0,0,0,0,0
"hsa-miR-7-5p",1,0,0,2.33333333333333,0,1,2,7
"hsa-miR-708-3p",59,33,70,220,106,73,168,153
"hsa-miR-708-5p",155,98,289,326,236,136,274,146
"hsa-miR-7106-3p",0,0,0,0,0,0,0,0
"hsa-miR-7106-5p",0,0,0,0,0,0,0,0
"hsa-miR-7107-3p",0,0,0,0,0,0,0,0
"hsa-miR-7107-5p",0,0,0,0,0,0,0,0
"hsa-miR-7108-3p",0,0,0,0,0,0,0,0
"hsa-miR-7108-5p",0,0,0,0,0,0,0,0
"hsa-miR-7109-3p",0,0,0,0,0,0,0,0
"hsa-miR-7109-5p",0,0,0,0,0,0,0,0
"hsa-miR-711",0,0,0,0,0,0,0,0
"hsa-miR-7110-3p",0,0,0,0,0,0,1,0
"hsa-miR-7110-5p",0,0,0,0,0,0,0,0
"hsa-miR-7111-3p",0,0,0,0,0,0,0,0
"hsa-miR-7111-5p",0,0,0,0,0,0,0,0
"hsa-miR-7112-3p",0,0,0,0,0,0,0,0
"hsa-miR-7112-5p",0,0,0,0,0,0,0,0
"hsa-miR-7113-3p",0,0,0,0,0,0,0,0
"hsa-miR-7113-5p",0,0,0,0,0,0,0,0
"hsa-miR-7114-3p",0,0,0,0,0,0,0,0
"hsa-miR-7114-5p",0,0,0,1,0,0,0,0
"hsa-miR-7150",0,0,0,0,0,0,0,0
"hsa-miR-7151-3p",0,0,0,0,0,0,0,0
"hsa-miR-7151-5p",0,0,0,0,0,0,0,0
"hsa-miR-7152-3p",0,0,0,0,0,0,0,0
"hsa-miR-7152-5p",0,0,0,0,0,0,0,0
"hsa-miR-7153-3p",0,0,0,0,0,0,0,0
"hsa-miR-7153-5p",0,0,0,0,0,0,0,0
"hsa-miR-7154-3p",0,0,0,0,0,0,0,0
"hsa-miR-7154-5p",0,0,0,0,0,0,0,0
"hsa-miR-7155-3p",0,1,0,2,0,0,0,0
"hsa-miR-7155-5p",0,0,0,0,0,0,0,0
"hsa-miR-7156-3p",0,0,0,0,0,0,0,0
"hsa-miR-7156-5p",0,0,0,2,1,0,0,1
"hsa-miR-7157-3p",0,0,0,0,0,0,0,0
"hsa-miR-7157-5p",0,0,0,0,0,0,0,0
"hsa-miR-7158-3p",0,0,0,0,0,0,0,0
"hsa-miR-7158-5p",0,0,0,0,0,0,0,0
"hsa-miR-7159-3p",0,0,0,0,0,0,0,0
"hsa-miR-7159-5p",0,0,0,0,0,0,0,0
"hsa-miR-7160-3p",0,0,0,0,0,0,0,0
"hsa-miR-7160-5p",0,0,0,0,0,0,0,0
"hsa-miR-7161-3p",0,0,0,0,0,0,0,0
"hsa-miR-7161-5p",0,0,0,0,0,0,0,0
"hsa-miR-7162-3p",0,0,0,0,0,0,0,0
"hsa-miR-7162-5p",0,0,0,0,0,0,0,0
"hsa-miR-718",0,0,0,0,0,0,0,0
"hsa-miR-744-3p",2,4,2,9,4,5,11,12
"hsa-miR-744-5p",132,214,153,886,256,370,631,423
"hsa-miR-7515",0,0,0,0,0,0,0,0
"hsa-miR-758-3p",1,8,0,12,4,7,4,9
"hsa-miR-758-5p",0,0,0,0,0,0,0,1
"hsa-miR-759",0,0,0,0,0,0,0,0
"hsa-miR-760",1,1,0,2,1,1,1,0
"hsa-miR-761",0,0,0,0,0,0,0,0
"hsa-miR-762",0,0,0,0,0,0,0,0
"hsa-miR-764",0,0,0,0,0,0,0,0
"hsa-miR-765",0,0,0,0,0,0,0,0
"hsa-miR-766-3p",3,2,4,5,2,1,1,1
"hsa-miR-766-5p",0,1,1,1,0,0,0,0
"hsa-miR-767-3p",0,0,0,0,0,0,0,0
"hsa-miR-767-5p",0,0,0,0,0,0,0,0
"hsa-miR-769-3p",0,1,2,1,3,2,4,1
"hsa-miR-769-5p",223,183,284,740,422,331,696,416
"hsa-miR-770-5p",0,0,0,1,0,0,0,0
"hsa-miR-7702",0,0,0,0,0,0,0,0
"hsa-miR-7703",0,0,1,1,1,0,1,0
"hsa-miR-7704",0,0,0,0,0,0,0,0
"hsa-miR-7705",0,1,0,0,0,0,3,2
"hsa-miR-7706",25,25,19,83,27,37,51,35
"hsa-miR-7843-3p",0,0,0,0,0,0,0,0
"hsa-miR-7843-5p",0,0,0,0,0,0,0,0
"hsa-miR-7844-5p",0,0,0,0,0,0,0,0
"hsa-miR-7845-5p",0,0,0,0,0,0,0,0
"hsa-miR-7846-3p",0,0,0,0,0,0,0,0
"hsa-miR-7847-3p",0,0,0,0,0,0,0,0
"hsa-miR-7848-3p",0,0,0,0,0,0,0,0
"hsa-miR-7849-3p",0,0,0,0,0,0,0,0
"hsa-miR-7850-5p",0,0,0,0,0,1,0,0
"hsa-miR-7851-3p",0,1,0,0,0,0,0,0
"hsa-miR-7852-3p",0,0,1,0,0,0,0,0
"hsa-miR-7853-5p",0,0,0,0,0,0,0,0
"hsa-miR-7854-3p",0,0,0,0,1,0,0,0
"hsa-miR-7855-5p",0,0,0,0,0,0,0,0
"hsa-miR-7856-5p",0,0,0,0,0,0,0,0
"hsa-miR-7973",0,0,0,0,0,0,0,0
"hsa-miR-7974",8,15,32,207,55,93,208,227
"hsa-miR-7975",0,0,0,0,0,0,0,0
"hsa-miR-7976",0,1,3,7,3,3,7,6
"hsa-miR-7977",2,0,2,2,2,0,3,0
"hsa-miR-7978",0,0,0,0,0,0,0,0
"hsa-miR-802",0,0,0,0,0,0,0,0
"hsa-miR-8052",0,0,0,0,0,0,0,0
"hsa-miR-8053",0,0,0,0,0,0,0,0
"hsa-miR-8054",0,0,0,0,0,0,0,0
"hsa-miR-8055",0,0,0,0,0,0,0,0
"hsa-miR-8056",0,0,0,0,0,0,0,0
"hsa-miR-8057",0,0,0,0,0,0,0,0
"hsa-miR-8058",0,0,0,0,0,0,0,0
"hsa-miR-8059",0,0,0,0,0,0,0,0
"hsa-miR-8060",0,0,0,0,0,0,0,0
"hsa-miR-8061",0,0,0,0,0,0,0,0
"hsa-miR-8062",0,0,0,0,0,0,0,0
"hsa-miR-8063",0,0,0,0,0,0,0,0
"hsa-miR-8064",0,0,0,0,0,0,0,0
"hsa-miR-8065",0,0,0,0,0,0,0,0
"hsa-miR-8066",0,0,0,0,0,0,0,0
"hsa-miR-8067",0,0,0,0,0,0,0,0
"hsa-miR-8068",0,0,0,0,0,0,0,0
"hsa-miR-8069",0,0,0,0,0,0,0,0
"hsa-miR-8070",0,0,0,0,0,0,0,0
"hsa-miR-8071",0,0,0,0,0,0,0,0
"hsa-miR-8072",0,0,0,0,0,0,0,0
"hsa-miR-8073",0,0,0,0,0,0,0,0
"hsa-miR-8074",0,0,0,0,0,0,0,0
"hsa-miR-8075",0,0,0,0,0,0,0,0
"hsa-miR-8076",0,0,0,0,0,0,0,0
"hsa-miR-8077",0,0,0,0,0,0,0,0
"hsa-miR-8078",0,0,0,0,0,0,0,0
"hsa-miR-8079",0,0,0,0,0,0,0,0
"hsa-miR-8080",0,0,0,0,0,0,0,0
"hsa-miR-8081",0,0,0,0,0,0,0,0
"hsa-miR-8082",0,0,0,0,0,0,0,0
"hsa-miR-8083",0,0,0,0,0,0,0,0
"hsa-miR-8084",0,0,0,0,0,0,0,0
"hsa-miR-8085",0,0,0,0,0,0,0,0
"hsa-miR-8086",0,0,0,0,0,0,0,0
"hsa-miR-8087",0,0,0,0,0,0,0,0
"hsa-miR-8088",0,0,0,0,0,0,0,0
"hsa-miR-8089",0,0,0,0,0,0,0,0
"hsa-miR-8485",0,0,0,1,0,0,1,0
"hsa-miR-873-3p",2,5,3,64,6,15,20,44
"hsa-miR-873-5p",3,7,3,18,5,7,15,23
"hsa-miR-874-3p",18,13,17,63,32,37,56,37
"hsa-miR-874-5p",13,5,11,11,8,14,6,8
"hsa-miR-875-3p",0,0,0,0,0,0,0,0
"hsa-miR-875-5p",0,0,0,0,0,0,0,0
"hsa-miR-876-3p",0,0,0,0,0,0,0,0
"hsa-miR-876-5p",0,0,0,0,0,0,0,0
"hsa-miR-877-3p",1,0,0,3,0,0,0,1
"hsa-miR-877-5p",82,61,115,206,114,148,366,87
"hsa-miR-885-3p",0,0,0,0,0,0,0,0
"hsa-miR-885-5p",0,0,0,0,0,0,0,0
"hsa-miR-887-3p",17,8,19,59,23,23,53,37
"hsa-miR-887-5p",0,0,0,3,1,2,1,5
"hsa-miR-888-3p",0,0,0,0,0,0,0,0
"hsa-miR-888-5p",0,0,0,0,0,0,0,0
"hsa-miR-889-3p",0,6,0,13,6,4,2,8
"hsa-miR-889-5p",0,0,0,0,0,0,1,0
"hsa-miR-890",0,0,0,0,0,0,0,0
"hsa-miR-891a-3p",0,0,0,0,0,0,0,0
"hsa-miR-891a-5p",0,0,0,0,0,0,0,0
"hsa-miR-891b",0,0,0,0,0,0,0,0
"hsa-miR-892a",0,0,0,0,0,0,0,0
"hsa-miR-892b",0,0,0,0,0,0,0,0
"hsa-miR-892c-3p",0,0,0,0,0,0,0,0
"hsa-miR-892c-5p",0,0,0,0,0,0,0,0
"hsa-miR-9-3p",0,0,0,4,0,1,3,1
"hsa-miR-9-5p",0,2,18,62,6,6,42,59
"hsa-miR-920",0,0,0,0,0,0,0,0
"hsa-miR-921",0,0,0,0,0,0,0,0
"hsa-miR-922",0,0,0,0,0,0,0,0
"hsa-miR-924",0,0,0,0,0,0,0,0
"hsa-miR-92a-1-5p",25,57,37,181,82,141,149,108
"hsa-miR-92a-2-5p",0,0,0,2,0,0,1,2
"hsa-miR-92a-3p",18490.5,20452.5,20153.5,85392.5,24313,40030,50226,32139.5
"hsa-miR-92b-3p",558,887,980,6614,1099,3262,4501,3315
"hsa-miR-92b-5p",2,0,1,11,3,4,11,7
"hsa-miR-93-3p",21,28,40,138,52,45,119,79
"hsa-miR-93-5p",318,270,542,1578,1028,802,1655,964
"hsa-miR-933",0,0,0,0,0,1,0,0
"hsa-miR-934",0,2,3,2,4,8,8,7
"hsa-miR-935",0,0,1,0,0,0,0,0
"hsa-miR-936",0,0,0,0,0,1,0,0
"hsa-miR-937-3p",11,7,5,19,8,16,14,7
"hsa-miR-937-5p",0,1,0,0,1,1,1,0
"hsa-miR-938",0,0,0,0,0,0,0,0
"hsa-miR-939-3p",0,0,2,0,0,0,0,0
"hsa-miR-939-5p",0,3,0,0,3,0,2,2
"hsa-miR-940",0,2,3,3,1,2,1,1
"hsa-miR-941",115,266,167,1405,224,631,406,657
"hsa-miR-942-3p",0,0,0,1,0,2,2,1
"hsa-miR-942-5p",5,11,11,64,14,17,40,32
"hsa-miR-943",1,0,0,1,0,0,1,0
"hsa-miR-944",55,58,136,251,160,119,175,184
"hsa-miR-95-3p",0,1,4,0,3,3,1,2
"hsa-miR-95-5p",0,0,0,0,1,1,0,0
"hsa-miR-9500",0,0,0,0,0,0,0,0
"hsa-miR-96-3p",1,0,2,0,2,0,2,0
"hsa-miR-96-5p",27,46,138,111,127,48,127,140
"hsa-miR-9718",0,0,0,0,0,0,0,0
"hsa-miR-98-3p",8,11,8,32,20,20,17,23
"hsa-miR-98-5p",212,232,459,1963,572,628,1133,954
"hsa-miR-9851-3p",0,0,0,0,0,0,0,0
"hsa-miR-9851-5p",0,0,0,0,0,0,0,0
"hsa-miR-9898",0,1,0,0,0,1,1,1
"hsa-miR-9899",0,0,0,0,0,0,0,0
"hsa-miR-9900",0,0,0,0,0,0,0,0
"hsa-miR-9901",1,0,3,6,1,6,8,7
"hsa-miR-9902",1,0,0,0,0,0,0,0
"hsa-miR-9903",2,1,2,6,1,1,3,1
"hsa-miR-9983-3p",0,0,0,0,0,0,0,0
"hsa-miR-9985",11,2,9,11,7,3,12,12
"hsa-miR-9986",1,0,3,1,2,1,0,3
"hsa-miR-99a-3p",0,0,3,3,6,0,1,4
"hsa-miR-99a-5p",16,21,74,124,64,46,90,96
"hsa-miR-99b-3p",15,16,16,90,30,39,68,40
"hsa-miR-99b-5p",1888,2594,4973,13563,4148,4890,8669,6809
